Timestamp(ms),Current(uA)
151810,55454.305
151820,55417.004
151830,55439.281
151840,55517.023
151850,55541.309
151860,57846.656
151870,60722.309
151880,61764.977
151890,62095.914
151900,62299.934
151910,62244.336
151920,62333.910
151930,62380.789
151940,62407.527
151950,62476.145
151960,62481.113
151970,62460.621
151980,62247.574
151990,62202.191
152000,62176.426
152010,62100.000
152020,62177.922
152030,62259.617
152040,62289.590
152050,62322.707
152060,62312.152
152070,62279.820
152080,62291.957
152090,62204.094
152100,62183.332
152110,62259.418
152120,62353.578
152130,62109.254
152140,58359.438
152150,57013.965
152160,56537.387
152170,56332.398
152180,56424.684
152190,56241.809
152200,56051.594
152210,55986.305
152220,55893.328
152230,55746.031
152240,55755.887
152250,55840.355
152260,55807.477
152270,55839.508
152280,58621.133
152290,62198.215
152300,63481.879
152310,64015.805
152320,64211.906
152330,64225.223
152340,64244.828
152350,64250.945
152360,64276.645
152370,64286.301
152380,64240.074
152390,64138.152
152400,64172.141
152410,64207.992
152420,64221.395
152430,70164.289
152440,73617.727
152450,75169.039
152460,75575.781
152470,56355.961
152480,75334.445
152490,82293.602
152500,92301.891
152510,87935.781
152520,93747.719
152530,89298.805
152540,87099.898
152550,97792.289
152560,108751.867
152570,108494.516
152580,102945.039
152590,100781.938
152600,100039.125
152610,102045.094
152620,102608.164
152630,102311.813
152640,96093.773
152650,98858.883
152660,100534.555
152670,99016.539
152680,105630.172
152690,110379.195
152700,110009.664
152710,108943.023
152720,108390.359
152730,108717.500
152740,102858.844
152750,102358.438
152760,100138.594
152770,108298.961
152780,103314.953
152790,100268.133
152800,106435.563
152810,113792.930
152820,115695.344
152830,117056.727
152840,117075.539
152850,117497.484
152860,117352.734
152870,117667.750
152880,117807.906
152890,118194.508
152900,117830.828
152910,118959.375
152920,118206.602
152930,118169.797
152940,117889.008
152950,118119.250
152960,117802.992
152970,118079.070
152980,117831.102
152990,118138.773
153000,117858.250
153010,117913.070
153020,117695.305
153030,118296.773
153040,117932.914
153050,117860.109
153060,117247.594
153070,117581.359
153080,117494.664
153090,117921.063
153100,117802.016
153110,118250.773
153120,117839.984
153130,117627.508
153140,117618.656
153150,117842.945
153160,117680.648
153170,117988.289
153180,117604.602
153190,118171.945
153200,117696.680
153210,117974.789
153220,117570.852
153230,117806.461
153240,117562.406
153250,117669.695
153260,117153.922
153270,116771.398
153280,117158.102
153290,117711.117
153300,117416.969
153310,115854.586
153320,117043.203
153330,117386.945
153340,117303.586
153350,117705.617
153360,117530.977
153370,117943.422
153380,117833.688
153390,118277.742
153400,118047.273
153410,118171.375
153420,118750.930
153430,118460.648
153440,117939.742
153450,118164.898
153460,117873.352
153470,118185.336
153480,118184.789
153490,118337.391
153500,117885.602
153510,118172.555
153520,117736.680
153530,118090.125
153540,117983.008
153550,118382.891
153560,117786.055
153570,117775.070
153580,117803.492
153590,118092.898
153600,117940.414
153610,118431.445
153620,118289.781
153630,118346.031
153640,117768.367
153650,118388.656
153660,118107.406
153670,118200.703
153680,117991.336
153690,118072.883
153700,117911.219
153710,118154.375
153720,117876.734
153730,118149.039
153740,117905.727
153750,118113.258
153760,117906.922
153770,117709.898
153780,116984.180
153790,117553.383
153800,117498.813
153810,116720.281
153820,54529.141
153830,21320.055
153840,9099.414
153850,5019.022
153860,4917.696
153870,7916.388
153880,8603.264
153890,7009.612
153900,5782.541
153910,5238.381
153920,4626.350
153930,4275.703
153940,4088.559
153950,3989.241
153960,3931.753
153970,3903.047
153980,3900.900
153990,3932.835
154000,3976.059
154010,4008.426
154020,4028.393
154030,4041.834
154040,4050.018
154050,4054.044
154060,4057.858
154070,4057.780
154080,4128.166
154090,4158.359
154100,4091.666
154110,4061.203
154120,4043.736
154130,4040.556
154140,4040.110
154150,4036.293
154160,4037.031
154170,4033.396
154180,4034.099
154190,4034.955
154200,4032.379
154210,4032.886
154220,4027.469
154230,4027.499
154240,4028.751
154250,4027.906
154260,4031.694
154270,4031.975
154280,4032.357
154290,4031.488
154300,4030.605
154310,4031.667
154320,4031.992
154330,4033.306
154340,4032.355
154350,4028.683
154360,4031.021
154370,4029.484
154380,4031.395
154390,4032.024
154400,4028.159
154410,4027.652
154420,4024.975
154430,4027.912
154440,4031.931
154450,4030.749
154460,4031.930
154470,4030.426
154480,4030.660
154490,4034.166
154500,4033.842
154510,4035.202
154520,4028.872
154530,4027.570
154540,4029.653
154550,4031.550
154560,4033.781
154570,4033.148
154580,4035.309
154590,4035.035
154600,4032.704
154610,4034.801
154620,4030.385
154630,4028.218
154640,4027.748
154650,4026.700
154660,4028.478
154670,4028.215
154680,4030.490
154690,4032.302
154700,4029.120
154710,4029.676
154720,4024.787
154730,4024.591
154740,4028.289
154750,4027.952
154760,4031.337
154770,4028.963
154780,4028.738
154790,4027.515
154800,4026.020
154810,4031.724
154820,4032.623
154830,4034.812
154840,4034.884
154850,4031.106
154860,4031.760
154870,4029.534
154880,4028.869
154890,4029.400
154900,4028.855
154910,4031.067
154920,4029.544
154930,4031.384
154940,4032.152
154950,4031.287
154960,4032.409
154970,4031.944
154980,4030.767
154990,4029.512
155000,4029.324
155010,4031.350
155020,4028.232
155030,4030.434
155040,4031.623
155050,4031.228
155060,4032.280
155070,4028.529
155080,4031.675
155090,4031.573
155100,4028.150
155110,4029.346
155120,4027.045
155130,4026.941
155140,4029.554
155150,4029.905
155160,4034.736
155170,4033.231
155180,4031.914
155190,4032.910
155200,4032.170
155210,4035.645
155220,4035.361
155230,4035.746
155240,4033.871
155250,4033.142
155260,4034.275
155270,4032.846
155280,4034.998
155290,4037.110
155300,4032.786
155310,4035.011
155320,4032.176
155330,4031.320
155340,4034.412
155350,4033.289
155360,4034.515
155370,4032.864
155380,4032.465
155390,4033.744
155400,4031.894
155410,4032.437
155420,4031.487
155430,4031.930
155440,4032.989
155450,4026.687
155460,4029.683
155470,4028.704
155480,4030.958
155490,4034.726
155500,4033.438
155510,4030.954
155520,4028.761
155530,4027.633
155540,4029.620
155550,4030.226
155560,4034.249
155570,4033.144
155580,4030.126
155590,4028.864
155600,4026.094
155610,4030.038
155620,4027.311
155630,4027.445
155640,4030.035
155650,4029.654
155660,4030.453
155670,4028.369
155680,4026.748
155690,4026.158
155700,4023.779
155710,4026.882
155720,4028.892
155730,4027.686
155740,4030.115
155750,4030.001
155760,4034.353
155770,4031.222
155780,4031.908
155790,4034.130
155800,4055.014
155810,11506.265
155820,15619.688
155830,17127.301
155840,32706.928
155850,42853.145
155860,46589.492
155870,47871.777
155880,48440.105
155890,48659.219
155900,48495.156
155910,48328.660
155920,48294.176
155930,48516.727
155940,48620.453
155950,48664.016
155960,48673.383
155970,48648.008
155980,48456.508
155990,48415.684
155990,48415.684
156000,48121.855
156010,48245.805
156020,56361.766
156030,56318.789
156040,56148.773
156050,56136.574
156060,56073.422
156070,56023.121
156080,56076.426
156090,56070.762
156100,56283.543
156110,56343.371
156120,56127.824
156130,55987.551
156140,55889.051
156150,55825.277
156160,55945.410
156170,55886.730
156180,55905.227
156190,55882.211
156200,56003.480
156210,55851.871
156220,55819.406
156230,55869.063
156240,55694.785
156250,55679.129
156260,55721.227
156270,55713.309
156280,55747.113
156290,57440.910
156300,60540.664
156310,61749.000
156320,62127.980
156330,62231.156
156340,62470.668
156350,62488.305
156360,62503.422
156370,62636.750
156380,62601.602
156390,62552.352
156400,62524.430
156410,62477.191
156420,62490.594
156430,62430.023
156440,62434.289
156450,62322.531
156460,62302.887
156470,62416.887
156480,62575.301
156490,62557.043
156500,62436.590
156510,62471.215
156520,62446.336
156530,62287.195
156540,62399.773
156550,62258.184
156560,62374.457
156570,60705.535
156580,58022.891
156590,56923.781
156600,56562.586
156610,56383.355
156620,56257.883
156630,56003.332
156640,55889.754
156650,55753.344
156660,55765.523
156670,55792.109
156680,55692.199
156690,55697.770
156700,55757.910
156710,55860.758
156720,59705.148
156730,62617.117
156740,63808.109
156750,64302.145
156760,64495.992
156770,64563.762
156780,64441.809
156790,64305.066
156800,64308.090
156810,64383.777
156820,64447.477
156830,64472.609
156840,64451.094
156850,64513.555
156860,64621.551
156870,71399.195
156880,74300.891
156890,75468.664
156900,69921.422
156910,62497.484
156920,77743.070
156930,85554.797
156940,91027.789
156950,89932.016
156960,93897.469
156970,89516.023
156980,87132.680
156990,101570.719
157000,110309.625
157010,106844.930
157020,102367.133
157030,100601.914
157040,99983.672
157050,102104.547
157060,102665.813
157070,101344.250
157080,96305.313
157090,98953.648
157100,100842.203
157110,100147.836
157120,107406.320
157130,111182.070
157140,110006.531
157150,108944.914
157160,108862.281
157170,109119.727
157180,101912.984
157190,101669.648
157200,103035.914
157210,109578.594
157220,102439.172
157230,100045.984
157240,108965.891
157250,114797.531
157260,116319.930
157270,117365.625
157280,117474.867
157290,117781.234
157300,117455.680
157310,117996.891
157320,117987.438
157330,118124.719
157340,117911.883
157350,118893.336
157360,118137.844
157370,118179.328
157380,118076.875
157390,118275.391
157400,117994.383
157410,117997.141
157420,117881.484
157430,117978.813
157440,117965.578
157450,118023.391
157460,118197.930
157470,118463.398
157480,118283.883
157490,118061.539
157500,117669.125
157510,118234.922
157520,118140.594
157530,118240.648
157540,118201.836
157550,118311.984
157560,117864.617
157570,117694.141
157580,117790.570
157590,118111.391
157600,117907.648
157610,118278.500
157620,118096.516
157630,118183.055
157640,118044.867
157650,118086.398
157660,118048.492
157670,117958.141
157680,117847.922
157690,117971.352
157700,117323.469
157710,117156.516
157720,117469.469
157730,117855.484
157740,116463.992
157750,116514.656
157760,117443.891
157770,117625.180
157780,117769.563
157790,117997.133
157800,117742.953
157810,117936.094
157820,118046.469
157830,118370.203
157840,118284.594
157850,118427.445
157860,118877.484
157870,118575.820
157880,118307.148
157890,118424.836
157900,118279.141
157910,118426.789
157920,118253.836
157930,118352.500
157940,118165.766
157950,118218.555
157960,117924.594
157970,118366.242
157980,118231.344
157990,118359.289
158000,117731.805
158010,117723.422
158020,117979.688
158030,118157.891
158040,118211.000
158050,118465.375
158060,118282.039
158070,118109.352
158080,117750.805
158090,118196.117
158100,118020.234
158110,118175.445
158120,117978.352
158130,118350.219
158140,118192.672
158150,118390.063
158160,118186.414
158170,118269.313
158180,117966.039
158190,118067.180
158200,117731.039
158210,117352.164
158220,117379.648
158230,117840.789
158240,117322.078
158250,105377.469
158260,40118.848
158270,16009.979
158280,7191.218
158290,4708.330
158300,5351.908
158310,8789.354
158320,7654.958
158330,6372.552
158340,5397.142
158350,4760.876
158360,4331.388
158370,4074.430
158380,3929.587
158390,3850.072
158400,3808.876
158410,3793.862
158420,3816.121
158430,3908.752
158440,3917.500
158450,3919.989
158460,3932.287
158470,3944.230
158480,4094.298
158490,4018.912
158500,3940.828
158510,3910.195
158520,3893.784
158530,3882.060
158540,3876.915
158550,3868.030
158560,3863.838
158570,3859.788
158580,3856.042
158590,3856.189
158600,3851.545
158610,3851.102
158620,3847.818
158630,3843.734
158640,3844.502
158650,3841.510
158660,3844.315
158670,3842.694
158680,3842.823
158690,3842.193
158700,3839.948
158710,3840.879
158720,3840.036
158730,3840.601
158740,3845.084
158750,3847.208
158760,3849.894
158770,3849.685
158780,3847.866
158790,3850.974
158800,3849.775
158810,3850.319
158820,3848.081
158830,3844.663
158840,3845.396
158850,3841.804
158860,3844.539
158870,3844.967
158880,3845.044
158890,3846.268
158900,3846.109
158910,3849.512
158920,3848.421
158930,3847.799
158940,3848.489
158950,3846.264
158960,3846.745
158970,3846.236
158980,3847.010
158990,3848.142
159000,3844.938
159010,3846.536
159020,3848.422
159030,3848.754
159040,3848.486
159050,3845.505
159060,3849.404
159070,3849.396
159080,3848.707
159090,3849.410
159100,3844.342
159110,3847.216
159120,3847.426
159130,3848.031
159140,3850.251
159150,3848.536
159160,3848.903
159170,3846.368
159180,3846.047
159190,3849.662
159200,3846.100
159210,3847.478
159220,3849.417
159230,3847.148
159240,3847.878
159250,3844.540
159260,3843.689
159270,3843.439
159280,3842.035
159290,3843.528
159300,3840.966
159310,3843.461
159320,3847.000
159330,3846.994
159340,3848.828
159350,3845.449
159360,3847.529
159370,3847.164
159380,3844.781
159390,3847.958
159400,3847.006
159410,3847.835
159420,3848.492
159430,3848.805
159440,3850.442
159450,3844.896
159460,3847.457
159470,3847.511
159480,3846.279
159490,3849.329
159500,3845.858
159510,3846.306
159520,3847.175
159530,3847.946
159540,3847.252
159550,3842.847
159560,3843.629
159570,3843.577
159580,3844.194
159590,3846.158
159600,3842.687
159610,3843.746
159620,3840.892
159630,3840.084
159640,3839.454
159650,3837.584
159660,3841.077
159670,3843.972
159680,3843.020
159690,3843.130
159700,3841.807
159710,3843.029
159720,3842.683
159730,3840.972
159740,3841.869
159750,3842.330
159760,3845.424
159770,3846.110
159780,3846.109
159790,3848.220
159800,3844.329
159810,3843.508
159820,3839.728
159830,3838.890
159840,3841.080
159850,3840.917
159860,3844.782
159870,3843.988
159880,3841.008
159890,3844.676
159900,3845.677
159910,3846.430
159920,3844.092
159930,3842.073
159940,3844.466
159950,3842.003
159960,3841.649
159970,3841.445
159980,3840.211
159990,3842.128
160000,3838.803
160010,3841.840
160020,3838.534
160030,3837.935
160040,3838.259
160050,3837.680
160060,3842.747
160070,3843.135
160080,3841.359
160090,3844.664
160100,3842.405
160110,3842.254
160120,3841.449
160130,3839.502
160140,3842.647
160150,3840.165
160160,3842.092
160170,3840.952
160180,3842.161
160190,3844.610
160200,3843.315
160210,3843.625
160220,3842.208
160230,3841.852
160240,5457.188
160250,12745.473
160260,16385.311
160270,16957.596
160280,36501.582
160290,43945.266
160300,46595.594
160310,47551.832
160320,47999.613
160330,48134.465
160340,47903.617
160350,47763.621
160360,47811.215
160370,48021.078
160380,48106.359
160390,48146.762
160400,48123.266
160410,48071.957
160420,47923.703
160430,47872.313
160440,47343.520
160450,48812.605
160460,55820.957
160470,55603.121
160480,55591.500
160490,55621.277
160500,55642.703
160510,55671.914
160520,55739.344
160530,55724.738
160540,55602.395
160550,55690.316
160560,55462.957
160570,55303.773
160580,55240.879
160590,55256.867
160600,55190.449
160610,54915.465
160620,54925.523
160630,55033.547
160640,55105.801
160650,55118.742
160660,55088.418
160670,55038.137
160680,55069.285
160690,55068.082
160700,55086.371
160710,55057.598
160720,55025.848
160730,55034.184
160740,59343.398
160750,61004.480
160760,61543.461
160770,61806.379
160780,61785.813
160790,61709.090
160800,61758.820
160810,62009.980
160820,62191.844
160830,62159.727
160840,62147.258
160850,62017.133
160860,62027.707
160870,61867.813
160880,61799.566
160890,61871.543
160900,61919.641
160910,61898.285
160920,61948.664
160930,61969.617
160940,62024.137
160950,61987.199
160960,61924.563
160970,61964.105
160980,61956.520
160990,61985.805
161000,61971.492
161010,59082.379
161020,56961.664
161030,56158.137
161040,56003.313
161050,55915.375
161060,55753.727
161070,55530.148
161080,55435.105
161090,55437.363
161100,55551.523
161110,55522.605
161120,55366.137
161130,55449.273
161140,55470.613
161150,55667.906
161160,60650.078
161170,62690.574
161180,63517.082
161190,63881.734
161200,63914.953
161210,63933.863
161220,63993.434
161230,63965.625
161240,63908.250
161250,63951.332
161260,63876.441
161270,63793.500
161280,63739.949
161290,63756.879
161300,66299.750
161310,71745.336
161320,74060.625
161330,75102.117
161340,62598.074
161350,68648.234
161360,79667.859
161370,88769.047
161380,89276.938
161390,91780.016
161400,91528.102
161410,87979.641
161420,90346.500
161430,105175.492
161440,111288.109
161450,104731.016
161460,101522.977
161470,100392.586
161480,99819.836
161490,102516.398
161500,102280.672
161510,98214.953
161520,98792.055
161530,97660.563
161540,99870.773
161550,101792.195
161560,108956.977
161570,110999.102
161580,109155.758
161590,108034.094
161600,108688.313
161610,106593.977
161620,101728.641
161630,99932.148
161640,105962.820
161650,106539.242
161660,101462.359
161670,102394.211
161680,111381.617
161690,115237.438
161700,116736.609
161710,117037.484
161720,117662.836
161730,117188.664
161740,117524.344
161750,117519.914
161760,118101.930
161770,117579.367
161780,118089.680
161790,118076.906
161800,118134.203
161810,117456.914
161820,117920.938
161830,117555.438
161840,118048.375
161850,117575.680
161860,117971.211
161870,117486.461
161880,117918.320
161890,117363.930
161900,117822.422
161910,117504.789
161920,118117.938
161930,117150.250
161940,117483.445
161950,117527.219
161960,117990.070
161970,117678.023
161980,118116.039
161990,117768.156
162000,117715.031
162010,117110.797
162020,118051.133
162030,117542.086
162040,117892.586
162050,117467.719
162060,117997.859
162070,117601.086
162080,118103.563
162090,117571.813
162100,117858.750
162110,117396.086
162120,117692.297
162130,117140.031
162140,116988.172
162150,116668.516
162160,117454.148
162170,116682.484
162180,115126.641
162190,116195.266
162200,117133.992
162210,116937.516
162220,117430.664
162230,117150.258
162240,117700.219
162250,117313.055
162260,117994.641
162270,117775.055
162280,118040.211
162290,118195.023
162300,118381.492
162310,117693.328
162320,118039.219
162330,117603.203
162340,117980.242
162350,117580.586
162360,118037.297
162370,117705.508
162380,118070.797
162390,117699.156
162400,118072.422
162410,117901.523
162420,118322.586
162430,117789.344
162440,117841.352
162450,117365.039
162460,117989.617
162470,117580.266
162480,118066.547
162490,117860.414
162500,118372.703
162510,117494.469
162520,118060.555
162530,117750.625
162540,118172.406
162550,117719.258
162560,117946.141
162570,117687.633
162580,117997.547
162590,117729.703
162600,117902.031
162610,117428.508
162620,117913.492
162630,117431.016
162640,117684.570
162650,116518.422
162660,117493.039
162670,117315.328
162680,117519.820
162690,77401.359
162700,29768.895
162710,12201.795
162720,5897.304
162730,4634.718
162740,5763.177
162750,8345.922
162760,7211.944
162770,5930.744
162780,5083.377
162790,4491.274
162800,4128.281
162810,3917.678
162820,3803.017
162830,3739.602
162840,3707.438
162850,3700.818
162860,3720.098
162870,3763.923
162880,3804.175
162890,3834.362
162900,3850.542
162910,3862.787
162920,3951.983
162930,3938.437
162940,3897.382
162950,3882.515
162960,3961.437
162970,3897.003
162980,3857.914
162990,3843.930
163000,3831.884
163010,3831.532
163020,3830.460
163030,3825.743
163040,3824.666
163050,3819.350
163060,3817.687
163070,3816.897
163080,3815.692
163090,3817.930
163100,3814.797
163110,3812.957
163120,3812.085
163130,3809.705
163140,3811.198
163150,3809.485
163160,3810.836
163170,3809.598
163180,3808.096
163190,3811.342
163200,3811.592
163210,3813.613
163220,3813.715
163230,3813.343
163240,3815.177
163250,3812.201
163260,3811.623
163270,3810.462
163280,3805.019
163290,3805.974
163300,3806.139
163310,3806.441
163320,3806.189
163330,3803.937
163340,3807.675
163350,3805.889
163360,3807.474
163370,3810.076
163380,3810.345
163390,3810.410
163400,3804.788
163410,3803.772
163420,3805.362
163430,3805.453
163440,3808.084
163450,3804.358
163460,3804.809
163470,3805.724
163480,3805.263
163490,3807.982
163500,3802.493
163510,3803.663
163520,3806.687
163530,3806.145
163540,3807.443
163550,3804.559
163560,3805.491
163570,3807.474
163580,3805.350
163590,3804.996
163600,3799.745
163610,3798.104
163620,3801.712
163630,3803.197
163640,3805.227
163650,3803.686
163660,3803.865
163670,3802.749
163680,3802.496
163690,3805.700
163700,3802.850
163710,3804.748
163720,3806.839
163730,3803.312
163740,3807.088
163750,3804.334
163760,3805.626
163770,3803.726
163780,3801.251
163790,3803.773
163800,3802.696
163810,3803.498
163820,3804.210
163830,3804.237
163840,3805.966
163850,3800.389
163860,3799.773
163870,3799.687
163880,3799.157
163890,3802.337
163900,3802.442
163910,3805.823
163920,3807.477
163930,3807.508
163940,3809.960
163950,3804.832
163960,3801.994
163970,3803.617
163980,3803.879
163990,3805.375
164000,3803.393
164010,3804.895
164020,3806.687
164030,3804.142
164040,3806.387
164050,3803.585
164060,3802.452
164070,3800.767
164080,3798.497
164090,3801.159
164100,3800.114
164110,3803.105
164120,3801.559
164130,3798.367
164140,3797.420
164150,3794.703
164160,3796.401
164170,3799.266
164180,3797.873
164190,3801.077
164200,3799.191
164210,3799.202
164220,3802.938
164230,3802.978
164240,3807.526
164250,3802.918
164260,3802.681
164270,3805.505
164280,3804.198
164290,3806.803
164300,3803.552
164310,3804.136
164320,3803.171
164330,3801.283
164340,3805.894
164350,3803.656
164360,3801.647
164370,3802.435
164380,3801.839
164390,3806.166
164400,3803.745
164410,3804.744
164420,3804.470
164430,3800.218
164440,3801.381
164450,3799.921
164460,3802.077
164470,3805.011
164480,3805.075
164490,3809.031
164500,3806.579
164510,3805.935
164520,3806.357
164530,3803.939
164540,3804.135
164550,3801.657
164560,3802.083
164570,3804.021
164580,3802.094
164590,3806.082
164600,3803.345
164610,3804.660
164620,3803.497
164630,3800.586
164640,3802.646
164650,3801.776
164660,3802.551
164670,3803.460
164680,8793.865
164690,13971.203
164700,16686.725
164710,25584.850
164720,39792.496
164730,45126.387
164740,47007.930
164750,47735.348
164760,48053.773
164770,48005.848
164780,47812.105
164790,47727.820
164800,47843.629
164810,48020.688
164820,48084.445
164830,48118.898
164840,48107.809
164850,47964.813
164860,47857.594
164870,47808.773
164880,47063.215
164890,49666.086
164900,55799.684
164910,55742.586
164920,55587.176
164930,55639.715
164940,55660.887
164950,55637.641
164960,55513.535
164970,55465.996
164980,55551.926
164990,55438.832
165000,55209.555
165010,55106.379
165020,55182.027
165030,55200.402
165040,55222.098
165050,55033.258
165060,54950.605
165070,55001.727
165080,55051.992
165090,55027.012
165100,55040.957
165110,55010.188
165120,54924.039
165130,54901.109
165140,54955.547
165150,55051.680
165160,55091.230
165170,56902.449
165180,60011.039
165190,61125.426
165200,61604.523
165210,61681.289
165220,61714.602
165230,61705.398
165240,61689.145
165250,61793.625
165260,61876.066
165270,61989.020
165280,61926.148
165290,61906.125
165300,61870.336
165310,61741.293
165320,61642.023
165330,61741.266
165340,62003.258
165350,62102.930
165360,61946.805
165370,61808.566
165380,61863.785
165390,61962.262
165400,61932.938
165410,61979.734
165420,62100.750
165430,62030.375
165440,62089.914
165450,58142.000
165460,56672.277
165470,56180.879
165480,55859.523
165490,55853.500
165500,55568.793
165510,55476.047
165520,55348.500
165530,55318.262
165540,55368.391
165550,55455.926
165560,55492.172
165570,55520.820
165580,55508.285
165590,57748.016
165600,61840.180
165610,63293.762
165620,63802.828
165630,63934.316
165640,64041.238
165650,64096.008
165660,64194.508
165670,64069.180
165680,64048.355
165690,64098.559
165700,64067.406
165710,64159.883
165720,64160.234
165730,64189.566
165740,69043.898
165750,72897.422
165760,74655.891
165770,74298.719
165780,57595.324
165790,73752.656
165800,81844.547
165810,91834.641
165820,88387.133
165830,93591.430
165840,89780.344
165850,87327.305
165860,95316.828
165870,108095.992
165880,109638.383
165890,103356.047
165900,101133.852
165910,100532.266
165920,101466.242
165930,102730.586
165940,102479.813
165950,96432.750
165960,98903.281
165970,99579.156
165980,99056.008
165990,104473.273
166000,109947.602
166010,110027.133
166020,108794.813
166030,108234.570
166040,108748.563
166050,103602.188
166060,102911.391
166070,99030.234
166080,107769.195
166090,104086.867
166100,100509.883
166110,105096.266
166120,113162.969
166130,115519.852
166140,116839.078
166150,116902.523
166160,117452.664
166170,117195.875
166180,117684.938
166190,117800.789
166200,118167.555
166210,117672.781
166220,118659.211
166230,118093.781
166240,118126.555
166250,117811.203
166260,117879.258
166270,117595.594
166280,117877.328
166290,117757.688
166300,118005.672
166310,117827.164
166320,117983.266
166330,117677.906
166340,118115.781
166350,117844.586
166360,117879.336
166370,117264.984
166380,117586.164
166390,117463.547
166400,117846.688
166410,117749.516
166420,118117.320
166430,117775.797
166440,117605.352
166450,117506.695
166460,117918.656
166470,117573.477
166480,117853.719
166490,117420.203
166500,117908.203
166510,117490.117
166520,117861.297
166530,117359.719
166540,117482.180
166550,117214.992
166560,117542.617
166570,116989.664
166580,116633.789
166590,116952.688
166600,117439.727
166610,117052.086
166620,115411.016
166630,116528.961
166640,117035.789
166650,117072.625
166660,117502.773
166670,117372.609
166680,117552.531
166690,117430.633
166700,117841.664
166710,117642.547
166720,117855.344
166730,118492.289
166740,118459.773
166750,117741.906
166760,117952.477
166770,117732.008
166780,117928.977
166790,117726.031
166800,118051.109
166810,117911.672
166820,118140.750
166830,117772.516
166840,118077.672
166850,117968.563
166860,118255.461
166870,117730.852
166880,117720.039
166890,117612.570
166900,117923.906
166910,117613.281
166920,118008.914
166930,117806.594
166940,117883.094
166950,117110.484
166960,117721.141
166970,117636.953
166980,118032.555
166990,117961.125
167000,118038.625
167010,117755.133
167020,117977.109
167030,117708.680
167040,117826.711
167050,117572.953
167060,117694.383
167070,117282.641
167080,117470.484
167090,116612.359
167100,117357.094
167110,117185.148
167120,116772.563
167130,55947.770
167140,21843.688
167150,9291.308
167160,5049.524
167170,4734.604
167180,7490.572
167190,7318.107
167200,6677.583
167210,5961.368
167220,5425.852
167230,4997.016
167240,4736.880
167250,4594.021
167260,4373.021
167270,4255.328
167280,4203.581
167290,4192.869
167300,4220.082
167310,4259.436
167320,4291.760
167330,4310.838
167340,4325.044
167350,4328.909
167360,4373.339
167370,4332.994
167380,4312.312
167390,4307.312
167400,4300.628
167410,4296.533
167420,4294.504
167430,4290.285
167440,4290.171
167450,4285.837
167460,4285.824
167470,4286.910
167480,4285.229
167490,4284.757
167500,4283.403
167510,4285.106
167520,4284.891
167530,4281.525
167540,4286.141
167550,4286.953
167560,4290.824
167570,4294.471
167580,4291.746
167590,4294.037
167600,4292.271
167610,4293.132
167620,4291.596
167630,4288.139
167640,4292.475
167650,4292.653
167660,4293.396
167670,4294.350
167680,4291.371
167690,4290.974
167700,4291.741
167710,4294.469
167720,4296.696
167730,4295.772
167740,4297.222
167750,4295.439
167760,4296.615
167770,4299.146
167780,4296.785
167790,4299.366
167800,4299.054
167810,4300.167
167820,4301.978
167830,4298.669
167840,4301.479
167850,4297.155
167860,4296.544
167870,4299.486
167880,4297.186
167890,4300.515
167900,4299.800
167910,4301.468
167920,4301.142
167930,4297.244
167940,4296.863
167950,4296.410
167960,4296.500
167970,4297.863
167980,4295.018
167990,4295.483
168000,4291.670
168010,4290.517
168020,4291.621
168030,4290.778
168040,4294.973
168050,4293.784
168060,4294.594
168070,4294.203
168080,4290.904
168090,4296.671
168100,4296.246
168110,4295.464
168120,4295.719
168130,4292.948
168140,4293.541
168150,4292.826
168160,4292.740
168170,4296.730
168180,4293.356
168190,4296.016
168200,4294.727
168210,4295.937
168220,4297.555
168230,4295.927
168240,4299.453
168250,4296.500
168260,4293.979
168270,4290.903
168280,4289.089
168290,4292.731
168300,4291.061
168310,4292.344
168320,4294.923
168330,4295.126
168340,4297.568
168350,4295.402
168360,4295.141
168370,4294.885
168380,4293.993
168390,4299.551
168400,4297.398
168410,4297.503
168420,4296.531
168430,4292.417
168440,4296.404
168450,4295.373
168460,4293.990
168470,4292.986
168480,4291.330
168490,4293.043
168500,4291.368
168510,4293.766
168520,4291.399
168530,4287.618
168540,4291.870
168550,4291.537
168560,4293.649
168570,4294.032
168580,4290.044
168590,4291.678
168600,4287.838
168610,4288.074
168620,4290.994
168630,4287.838
168640,4292.259
168650,4291.939
168660,4291.451
168670,4290.688
168680,4288.161
168690,4290.925
168700,4291.111
168710,4293.838
168720,4293.262
168730,4292.142
168740,4294.399
168750,4293.072
168760,4297.643
168770,4298.572
168780,4297.479
168790,4299.195
168800,4296.275
168810,4295.608
168820,4296.838
168830,4293.467
168840,4297.262
168850,4296.759
168860,4296.094
168870,4296.231
168880,4292.688
168890,4293.819
168900,4293.429
168910,4292.400
168920,4290.414
168930,4286.470
168940,4290.292
168950,4289.211
168960,4289.338
168970,4290.333
168980,4288.669
168990,4291.035
169000,4291.949
169010,4292.805
169020,4294.951
169030,4292.441
169040,4292.211
169050,4290.055
169060,4289.729
169070,4289.959
169080,4290.830
169090,4294.931
169100,4294.524
169110,4294.652
169120,12154.674
169130,16087.825
169140,17250.811
169150,34080.004
169160,43315.898
169170,46698.148
169180,47849.438
169190,48377.488
169200,48547.352
169210,48370.016
169220,48231.238
169230,48188.125
169240,48423.172
169250,48509.449
169260,48555.352
169270,48550.188
