Timestamp(ms),Current(uA)
314720,3864.445
314730,3864.532
314740,3864.295
314750,3859.230
314760,3861.984
314770,3859.463
314780,3861.089
314790,3864.024
314800,3862.165
314810,3865.676
314820,3862.748
314830,3860.988
314840,3861.137
314850,3860.520
314860,3863.877
314870,3863.360
314880,3863.419
314890,3866.108
314900,3865.346
314910,3866.444
314920,3862.699
314930,3862.502
314940,3862.241
314950,3856.917
314960,3860.823
314970,3859.459
314980,3860.850
314990,3863.806
315000,3862.358
315010,3863.305
315020,3864.563
315030,3864.409
315040,3867.099
315050,3863.897
315060,3864.188
315070,3862.304
315080,3864.366
315090,3866.546
315100,3862.103
315110,3864.747
315120,3860.931
315130,3861.110
315140,3861.572
315150,3856.403
315160,3857.804
315170,3855.005
315180,3856.344
315190,3858.830
315200,3856.726
315210,3859.474
315220,3859.681
315230,3857.496
315240,3859.266
315250,3858.023
315260,3860.770
315270,3860.114
315280,3861.331
315290,3863.796
315300,3858.897
315310,3861.380
315320,3858.629
315330,3858.183
315340,3860.010
315350,3858.639
315360,3860.223
315370,3856.301
315380,3855.459
315390,3858.780
315400,3859.588
315410,3863.016
315420,3860.120
315430,5305.514
315440,12732.959
315450,16366.731
315460,16896.902
315470,36436.281
315480,43924.836
315490,46615.051
315500,47584.195
315510,48025.637
315520,48161.965
315530,47933.004
315540,47807.277
315550,47835.602
315560,48051.883
315570,48124.191
315580,48174.039
315590,48173.063
315600,48133.422
315610,47967.605
315620,47916.176
315630,47384.043
315640,48715.590
315650,55823.844
315660,55655.914
315670,55617.500
315680,55523.223
315690,55426.637
315700,55376.492
315710,55447.922
315720,55360.219
315730,55480.746
315740,55529.484
315750,55184.746
315760,55136.391
315770,55074.992
315780,54970.609
315790,54954.965
315800,54848.211
315810,54864.246
315820,55044.578
315830,55136.281
315840,55288.836
315850,55234.109
315860,55249.777
315870,55253.563
315880,55229.793
315890,55284.977
315900,55328.020
315910,55309.695
315920,55462.105
315930,59555.496
315940,61165.750
315950,61733.305
315960,62049.230
315970,62107.672
315980,62126.414
315990,62054.766
316000,62167.242
316010,62197.699
316020,62130.492
316030,62102.801
316040,61930.672
316050,61935.773
316060,62007.090
316070,61947.355
316080,61924.148
316090,61969.176
316100,62136.313
316110,62144.051
316120,62249.211
316130,62158.145
316140,62205.070
316150,62090.668
316160,62143.004
316170,62140.262
316180,62118.117
316190,62260.383
316200,59474.699
316210,57360.023
316220,56587.203
316230,56250.375
316240,56144.621
316250,56105.445
316260,55907.977
316270,55738.844
316280,55673.043
316290,55820.730
316300,55821.387
316310,55784.840
316320,55724.469
316330,55681.094
316340,55758.477
316350,60972.859
316360,62846.633
316370,63540.641
316380,63846.305
316390,64151.609
316400,64185.727
316410,64276.785
316420,64259.426
316430,64166.379
316440,64229.199
316450,64062.074
316460,64018.148
316470,63969.250
316480,63986.328
316490,66317.367
316500,71940.016
316510,74152.859
316520,75038.648
316530,62855.887
316540,68721.664
316550,79957.977
316560,88984.859
316570,89542.938
316580,91631.383
316590,91300.805
316600,87891.375
316610,90045.063
316620,104527.914
316630,110511.320
316640,104449.352
316650,101227.617
316660,100188.422
316670,99721.734
316680,102331.258
316690,102460.086
316700,98110.695
316710,98357.953
316720,97334.742
316730,99411.773
316740,101061.141
316750,108532.500
316760,110777.719
316770,109075.781
316780,107880.828
316790,108325.797
316800,106106.992
316810,101223.211
316820,99510.344
316830,105404.492
316840,106216.766
316850,101082.719
316860,101721.609
316870,110836.211
316880,114687.281
316890,116277.984
316900,116405.922
316910,117152.297
316920,116794.039
316930,117367.188
316940,117280.234
316950,117852.352
316960,117224.836
316970,117749.727
316980,117712.602
316990,117830.133
317000,117301.578
317010,117732.852
317020,117332.336
317030,117691.703
317040,117246.820
317050,117746.539
317060,117285.820
317070,117879.414
317080,117218.695
317090,117865.609
317100,117513.922
317110,118040.180
317120,117024.086
317130,117284.555
317140,117182.156
317150,117679.516
317160,117630.516
317170,118105.828
317180,117714.094
317190,117737.055
317200,116962.625
317210,117708.406
317220,117213.039
317230,117584.477
317240,117188.125
317250,117754.148
317260,117145.258
317270,117721.266
317280,117176.195
317290,117467.680
317300,116960.914
317310,117384.719
317320,116750.875
317330,116638.336
317340,116585.711
317350,117377.156
317360,116643.828
317370,115058.836
317380,116052.109
317390,116742.414
317400,116659.305
317410,117268.023
317420,116932.500
317430,117433.125
317440,117073.375
317450,117765.656
317460,117469.625
317470,117713.758
317480,118135.164
317490,118088.664
317500,117497.719
317510,117963.000
317520,117420.461
317530,117856.047
317540,117455.359
317550,117678.531
317560,117191.539
317570,117692.680
317580,117200.031
317590,117664.234
317600,117427.492
317610,117924.375
317620,117094.227
317630,117200.039
317640,116991.844
317650,117590.578
317660,117405.211
317670,117933.086
317680,117736.406
317690,117993.469
317700,117133.609
317710,117674.086
317720,117225.930
317730,117659.641
317740,117314.727
317750,117661.250
317760,117495.961
317770,117642.641
317780,117339.484
317790,117827.719
317800,117195.242
317810,117534.203
317820,117144.945
317830,117216.328
317840,116296.484
317850,117180.109
317860,116965.164
317870,116305.367
317880,52807.191
317890,20683.559
317900,8867.674
317910,4983.738
317920,5085.706
317930,7061.660
317940,9189.142
317950,7514.761
317960,6400.184
317970,5429.801
317980,5034.746
317990,4884.821
318000,4615.856
318010,4473.731
318020,4404.082
318030,4377.432
318040,4390.562
318050,4467.753
318060,4455.037
318070,4442.982
318080,4439.738
318090,4470.526
318100,4485.957
318110,4455.911
318120,4569.641
318130,4471.438
318140,4423.452
318150,4396.044
318160,4387.586
318170,4383.181
318180,4379.954
318190,4380.225
318200,4377.607
318210,4377.663
318220,4373.953
318230,4367.679
318240,4369.173
318250,4366.150
318260,4367.650
318270,4365.452
318280,4362.444
318290,4364.594
318300,4359.782
318310,4361.221
318320,4362.714
318330,4359.768
318340,4360.748
318350,4357.022
318360,4358.491
318370,4358.052
318380,4354.064
318390,4355.964
318400,4354.316
318410,4355.200
318420,4353.549
318430,4349.921
318440,4352.462
318450,4352.347
318460,4356.212
318470,4357.103
318480,4351.720
318490,4353.472
318500,4351.866
318510,4353.195
318520,4352.399
318530,4348.157
318540,4348.077
318550,4344.177
318560,4347.917
318570,4351.331
318580,4350.499
318590,4351.434
318600,4349.734
318610,4351.014
318620,4352.132
318630,4350.972
318640,4353.057
318650,4351.795
318660,4353.178
318670,4350.993
318680,4348.258
318690,4351.427
318700,4349.045
318710,4351.126
318720,4355.069
318730,4352.243
318740,4353.488
318750,4349.939
318760,4351.243
318770,4357.044
318780,4356.040
318790,4356.051
318800,4351.153
318810,4351.857
318820,4350.431
318830,4348.401
318840,4353.121
318850,4355.303
318860,4354.305
318870,4354.923
318880,4354.318
318890,4355.905
318900,4352.113
318910,4353.846
318920,4354.880
318930,4351.593
318940,4352.669
318950,4349.511
318960,4350.525
318970,4348.437
318980,4347.118
318990,4349.963
319000,4347.179
319010,4348.660
319020,4349.201
319030,4348.355
319040,4352.786
319050,4350.675
319060,4353.470
319070,4356.446
319080,4355.946
319090,4357.802
319100,4353.631
319110,4350.185
319120,4349.965
319130,4348.038
319140,4348.451
319150,4346.899
319160,4351.356
319170,4353.051
319180,4351.824
319190,4351.917
319200,4350.041
319210,4351.794
319220,4353.545
319230,4349.961
319240,4352.048
319250,4351.142
319260,4352.172
319270,4352.830
319280,4350.646
319290,4352.215
319300,4350.519
319310,4354.782
319320,4353.388
319330,4349.951
319340,4351.107
319350,4348.116
319360,4347.659
319370,4347.835
319380,4344.886
319390,4347.451
319400,4347.216
319410,4349.081
319420,4343.853
319430,4344.502
319440,4349.815
319450,4347.612
319460,4350.480
319470,4352.064
319480,4349.185
319490,4353.021
319500,4351.618
319510,4351.081
319520,4352.521
319530,4349.247
319540,4350.732
319550,4349.259
319560,4350.940
319570,4352.863
319580,4351.741
319590,4353.941
319600,4352.375
319610,4350.595
319620,4348.398
319630,4345.580
319640,4347.585
319650,4344.929
319660,4345.325
319670,4344.067
319680,4343.890
319690,4345.337
319700,4346.298
319710,4349.462
319720,4352.363
319730,4351.688
319740,4351.152
319750,4349.220
319760,4350.687
319770,4349.260
319780,4346.828
319790,4345.107
319800,4341.934
319810,4343.989
319820,4345.893
319830,4344.535
319840,4349.267
319850,4348.496
319860,4349.192
319870,12279.365
319880,16265.981
319890,17449.238
319900,34402.516
319910,43699.801
319920,47099.957
319930,48242.516
319940,48778.594
319950,48962.262
319960,48774.109
319970,48640.281
319980,48607.723
319990,48856.184
320000,48943.383
320010,48973.609
320020,48954.883
320030,48949.309
320040,48748.648
320050,48678.641
320060,48317.211
320070,48805.168
320080,56546.641
320090,56434.238
320100,56301.773
320110,56290.461
320120,56283.008
320130,56423.785
320140,56330.285
320150,56400.789
320160,56384.414
320170,56426.184
320180,56145.129
320190,56046.098
320200,55949.969
320210,55893.902
320220,55958.219
320230,55882.977
320240,55923.473
320250,56050.301
320260,56103.543
320270,55988.609
320280,55991.727
320290,55906.559
320300,55870.785
320310,55727.383
320320,55764.637
320330,55911.340
320340,55944.934
320350,56029.805
320360,59538.270
320370,61599.480
320380,62270.785
320390,62507.113
320400,62474.387
320410,62497.887
320420,62498.430
320430,62424.266
320440,62428.938
320450,62541.457
320460,62469.488
320470,62432.395
320480,62446.387
320490,62417.363
320500,62468.469
320510,62406.262
320520,62469.242
320530,62544.316
320540,62556.453
320550,62618.316
320560,62506.242
320570,62453.527
320580,62404.410
320590,62438.898
320600,62486.723
320610,62484.770
320620,62539.656
320630,60338.879
320640,57747.629
320650,56822.824
320660,56591.375
320670,56506.566
320680,56353.895
320690,56152.266
320700,56129.441
320710,56107.246
320720,56002.637
320730,56089.703
320740,55940.305
320750,55993.297
320760,55949.531
320770,55929.730
320780,60367.539
320790,62870.477
320800,63842.148
320810,64162.035
320820,64341.203
320830,64336.289
320840,64327.070
320850,64341.621
320860,64287.559
320870,64360.066
320880,64395.230
320890,64404.582
320900,64287.754
320910,64381.727
320920,64636.367
320930,71470.047
320940,74142.883
320950,75194.734
320960,67236.977
320970,64774.715
320980,78238.227
320990,86377.688
321000,90169.016
321010,90080.172
321020,92575.281
321030,88398.602
321040,87342.109
321050,102116.484
321060,109664.305
321070,105563.836
321080,101731.680
321090,100654.664
321100,100028.141
321110,102113.719
321120,102568.375
321130,100181.539
321140,96731.469
321150,97837.555
321160,99780.078
321170,99732.250
321180,107209.891
321190,110886.438
321200,109443.055
321210,108542.703
321220,108473.148
321230,108351.773
321240,101117.719
321250,100862.242
321260,103698.992
321270,108910.273
321280,101803.031
321290,99943.664
321300,109388.797
321310,114639.500
321320,116072.531
321330,116814.844
321340,117210.156
321350,117431.977
321360,117302.617
321370,117697.031
321380,117788.430
321390,117830.273
321400,117759.781
321410,118602.281
321420,118007.188
321430,117880.570
321440,117682.883
321450,117712.742
321460,117677.867
321470,117738.813
321480,117693.898
321490,117674.242
321500,117732.930
321510,117634.469
321520,117892.867
321530,118076.555
321540,117946.008
321550,117463.641
321560,117124.664
321570,117578.008
321580,117639.133
321590,118013.359
321600,117960.336
321610,118070.148
321620,117567.242
321630,117392.531
321640,117734.938
321650,117709.516
321660,117545.539
321670,117626.031
321680,117647.984
321690,117728.813
321700,117755.375
321710,117541.430
321720,117511.555
321730,117559.625
321740,117464.633
321750,117445.602
321760,116980.141
321770,117201.250
321780,117415.703
321790,117061.430
321800,115147.859
321810,116718.539
321820,117184.930
321830,117412.531
321840,117540.891
321850,117631.406
321860,117677.039
321870,117619.242
321880,117918.094
321890,118007.461
321900,118029.805
321910,118880.266
321920,118536.969
321930,118177.883
321940,118005.797
321950,117970.000
321960,117987.797
321970,117919.859
321980,117904.227
321990,117890.039
322000,118019.063
322010,117897.172
322020,117964.234
322030,117943.156
322040,117984.328
322050,117712.500
322060,117376.313
322070,117445.250
322080,117664.734
322090,117829.250
322100,118104.578
322110,118083.367
322120,117990.547
322130,117534.063
322140,117772.633
322150,117682.313
322160,117802.313
322170,117802.906
322180,117731.125
322190,117687.914
322200,117789.617
322210,117627.492
322220,117747.180
322230,117534.891
322240,117487.273
322250,117382.602
322260,117143.703
322270,116968.328
322280,117357.977
322290,117413.508
322300,114825.039
322310,44095.191
322320,17471.920
322330,7710.737
322340,4778.891
322350,5269.710
322360,8171.624
322370,7927.224
322380,6591.541
322390,5517.623
322400,4853.674
322410,4415.458
322420,4158.410
322430,4015.195
322440,3937.669
322450,3902.615
322460,3899.638
322470,3944.458
322480,4009.473
322490,4020.559
322500,4028.903
322510,4041.240
322520,4181.072
322530,4280.529
322540,4137.570
322550,4035.432
322560,3991.228
322570,3974.948
322580,3962.129
322590,3956.882
322600,3950.859
322610,3946.079
322620,3940.945
322630,3930.981
322640,3929.809
322650,3925.891
322660,3924.310
322670,3921.647
322680,3919.078
322690,3919.969
322700,3919.323
322710,3918.445
322720,3917.325
322730,3914.366
322740,3914.219
322750,3915.073
322760,3915.224
322770,3918.679
322780,3915.852
322790,3920.604
322800,3917.735
322810,3916.559
322820,3914.614
322830,3911.889
322840,3914.549
322850,3911.987
322860,3911.943
322870,3910.562
322880,3906.199
322890,3907.840
322900,3908.457
322910,3911.841
322920,3914.690
322930,3908.087
322940,3909.299
322950,3910.046
322960,3910.000
322970,3911.513
322980,3909.711
322990,3911.219
323000,3909.341
323010,3907.547
323020,3907.383
323030,3908.048
323040,3912.757
323050,3911.026
323060,3913.125
323070,3917.025
323080,3914.699
323090,3915.983
323100,3915.197
323110,3915.924
323120,3917.860
323130,3914.387
323140,3916.723
323150,3914.600
323160,3912.822
323170,3916.431
323180,3913.949
323190,3914.523
323200,3911.338
323210,3911.369
323220,3913.529
323230,3914.063
323240,3914.950
323250,3913.563
323260,3911.633
323270,3908.515
323280,3905.265
323290,3907.336
323300,3911.819
323310,3914.489
323320,3914.081
323330,3910.229
323340,3912.154
323350,3911.948
323360,3911.501
323370,3913.395
323380,3911.277
323390,3912.960
323400,3911.700
323410,3911.137
323420,3912.362
323430,3909.116
323440,3911.138
323450,3908.792
323460,3907.815
323470,3907.073
323480,3902.603
323490,3902.887
323500,3905.335
323510,3905.914
323520,3906.703
323530,3904.759
323540,3910.022
323550,3909.801
323560,3908.453
323570,3910.348
323580,3909.486
323590,3911.076
323600,3910.728
323610,3909.521
323620,3910.097
323630,3908.776
323640,3910.544
323650,3911.072
323660,3910.966
323670,3910.516
323680,3906.293
323690,3908.707
323700,3906.987
323710,3904.370
323720,3906.788
323730,3905.134
323740,3907.003
323750,3906.602
323760,3905.204
323770,3905.448
323780,3903.581
323790,3907.305
323800,3909.101
323810,3910.288
323820,3912.995
323830,3909.929
323840,3913.420
323850,3910.691
323860,3907.781
323870,3909.481
323880,3906.527
323890,3909.577
323900,3909.847
323910,3910.705
323920,3913.798
323930,3910.324
323940,3912.726
323950,3912.834
323960,3912.128
323970,3912.813
323980,3910.055
323990,3911.197
324000,3912.077
324010,3910.925
324020,3907.603
324030,3907.466
324040,3910.044
324050,3909.053
324060,3908.098
324070,3910.085
324080,3908.320
324090,3909.948
324100,3909.167
324110,3911.227
324120,3913.159
324130,3909.160
324140,3911.752
324150,3911.408
324160,3910.084
324170,3911.801
324180,3908.500
324190,3913.542
324200,3912.908
324210,3910.068
324220,3912.930
324230,3909.441
324240,3907.897
324250,3906.936
324260,3907.032
324270,3909.383
324280,3906.358
324290,4841.375
324300,12647.501
324310,16341.309
324320,16959.170
324330,36152.469
324340,43863.797
324350,46613.762
324360,47631.551
324370,48086.824
324380,48225.977
324390,48001.285
324400,47872.699
324410,47906.074
324420,48125.512
324430,48186.359
324440,48231.711
324450,48221.145
324460,48213.305
324470,48015.734
324480,47961.250
324490,47452.563
324500,48742.480
324510,55794.559
324520,55710.027
324530,55630.848
324540,55659.930
324550,55707.293
324560,55575.273
324570,55639.926
324580,55716.234
324590,55735.773
324600,55688.152
324610,55357.363
324620,55221.395
324630,55198.590
324640,55199.707
324650,55105.816
324660,55131.848
324670,55113.965
324680,55236.734
324690,55313.566
324700,55308.637
324710,55145.531
324720,55091.828
324730,55022.305
324740,54911.355
324750,54918.789
324760,54926.988
324770,54898.426
324780,55016.543
324790,59102.965
324800,60752.367
324810,61388.113
324820,61562.590
324830,61715.074
324840,61766.559
324850,61825.957
324860,61826.629
324870,61768.594
324880,61766.137
324890,61707.188
324900,61769.125
324910,61751.898
324920,61848.465
324930,61857.656
324940,61799.648
324950,61769.504
324960,61876.434
324970,61896.855
324980,61864.688
324990,61900.703
325000,61885.637
325010,61832.301
325020,61833.324
325030,61924.477
325040,61948.238
325050,61936.887
325060,59077.855
325070,57066.086
325080,56240.727
325090,56101.449
325100,55995.941
325110,55684.152
325120,55449.922
325130,55363.039
325140,55332.984
325150,55312.020
325160,55347.371
325170,55294.328
325180,55376.113
325190,55345.836
325200,55407.594
325210,60304.766
325220,62361.539
325230,63139.852
325240,63409.172
325250,63631.199
325260,63612.801
325270,63592.215
325280,63537.910
325290,63525.188
325300,63625.328
325310,63620.391
325320,63642.637
325330,63630.004
325340,63688.746
325350,65702.047
325360,71403.711
325370,73787.516
325380,74753.992
325390,63155.770
325400,67936.680
325410,79368.992
325420,88343.508
325430,89264.531
325440,91078.305
325450,91045.297
325460,87599.867
325470,89434.938
325480,103945.789
325490,110309.789
325500,104550.773
325510,101330.969
325520,100099.578
325530,99580.148
325540,102160.578
325550,102063.438
325560,98102.391
325570,97966.773
325580,97266.375
325590,99318.750
325600,101107.086
325610,108195.547
325620,110597.531
325630,108885.078
325640,107668.242
325650,108170.977
325660,106563.305
325670,101247.195
325680,99568.023
325690,105183.555
325700,106593.906
325710,101326.492
325720,101663.070
325730,110834.828
325740,114901.469
325750,116451.695
325760,116657.555
325770,117300.508
325780,116978.047
325790,117435.094
325800,117265.078
325810,117807.492
325820,117381.875
325830,117603.766
325840,117863.859
325850,117800.656
325860,117325.195
325870,117717.828
325880,117391.109
325890,117714.273
325900,117526.891
325910,117850.688
325920,117349.016
325930,117719.109
325940,117289.930
325950,117953.516
325960,117645.906
325970,118011.719
325980,117169.508
325990,117373.391
326000,117263.609
326010,117806.188
326020,117663.438
326030,118080.891
326040,117785.508
326050,117566.891
326060,116913.188
326070,117694.641
326080,117304.789
326090,117789.086
326100,117371.570
326110,117816.398
326120,117356.734
326130,117983.445
326140,117390.711
326150,117835.609
326160,117341.328
326170,117585.313
326180,117076.531
326190,117015.188
326200,116826.336
326210,117512.781
326220,116724.961
326230,114990.664
326240,116224.156
326250,117105.047
326260,116951.242
326270,117471.234
326280,117119.578
326290,117649.484
326300,117326.773
326310,118086.641
326320,117681.430
326330,117960.398
326340,118319.148
326350,118341.563
326360,117593.508
326370,118085.555
326380,117542.016
326390,117858.656
326400,117387.750
326410,117788.281
326420,117357.234
326430,117738.344
326440,117378.805
326450,117899.008
326460,117609.680
326470,118157.836
326480,117510.211
326490,117785.023
326500,117469.148
326510,118146.773
326520,117815.453
326530,118126.414
326540,117762.852
326550,118039.961
326560,117261.984
326570,117966.313
326580,117531.688
326590,117996.359
326600,117576.797
326610,117892.031
326620,117666.289
326630,117970.266
326640,117585.320
326650,117919.234
326660,117362.602
326670,117554.836
326680,117126.563
326690,117134.508
326700,116175.930
326710,117206.977
326720,117190.000
326730,116625.016
326740,54462.172
326750,21295.805
326760,9091.357
326770,5026.910
326780,4911.286
326790,6489.930
326800,8079.676
326810,7107.149
326820,6137.004
326830,5467.332
326840,5039.563
326850,4806.938
326860,4666.408
326870,4486.386
326880,4394.467
326890,4354.084
326900,4359.188
326910,4433.062
326920,4429.595
326930,4416.562
326940,4416.750
326950,4420.957
326960,4583.057
326970,4533.451
326980,4433.128
326990,4391.228
327000,4375.379
327010,4363.558
327020,4361.656
327030,4355.244
327040,4353.740
327050,4353.217
327060,4347.810
327070,4345.606
327080,4340.279
327090,4337.612
327100,4337.816
327110,4333.782
327120,4336.932
327130,4333.494
327140,4334.153
327150,4332.782
327160,4329.454
327170,4329.732
327180,4327.558
327190,4327.016
327200,4329.959
327210,4325.598
327220,4330.597
327230,4327.010
327240,4327.104
327250,4325.507
327260,4322.009
327270,4322.666
327280,4321.269
327290,4322.213
327300,4320.210
327310,4318.747
327320,4324.130
327330,4324.139
327340,4322.276
327350,4325.348
327360,4324.128
327370,4325.085
327380,4323.092
327390,4323.279
327400,4324.163
327410,4322.090
327420,4326.482
327430,4324.553
327440,4323.804
327450,4323.571
327460,4325.662
327470,4328.312
327480,4324.414
327490,4325.719
327500,4326.508
327510,4325.810
327520,4326.263
327530,4321.442
327540,4319.163
327550,4317.686
327560,4315.130
327570,4319.718
327580,4319.211
327590,4319.777
327600,4318.890
327610,4316.868
327620,4317.994
327630,4317.689
327640,4319.510
327650,4320.625
327660,4319.277
327670,4322.416
327680,4321.913
327690,4320.131
327700,4320.687
327710,4318.283
327720,4318.606
327730,4319.080
327740,4320.249
327750,4320.339
327760,4319.806
327770,4321.704
327780,4321.169
327790,4321.500
327800,4317.419
327810,4313.394
327820,4317.953
327830,4317.240
327840,4319.218
327850,4321.423
327860,4320.129
327870,4321.346
327880,4316.985
327890,4315.659
327900,4317.916
327910,4318.156
327920,4321.101
327930,4317.341
327940,4318.274
327950,4319.680
327960,4316.258
327970,4316.493
327980,4316.488
327990,4316.368
328000,4318.638
328010,4318.256
328020,4319.794
328030,4317.609
328040,4318.606
328050,4320.216
328060,4319.833
328070,4320.879
328080,4316.762
328090,4317.140
328100,4317.302
328110,4315.750
328120,4320.396
328130,4317.192
328140,4317.036
328150,4317.418
328160,4312.321
328170,4312.848
328180,4314.262
328190,4316.525
328200,4316.708
328210,4318.288
328220,4318.442
328230,4314.383
328240,4315.153
328250,4314.293
328260,4314.163
328270,4318.311
328280,4313.667
328290,4312.987
328300,4312.222
328310,4311.999
328320,4315.847
328330,4317.810
328340,4319.683
328350,4320.241
328360,4317.676
328370,4319.037
328380,4317.033
328390,4316.570
328400,4316.077
328410,4316.945
328420,4319.361
328430,4315.579
328440,4313.310
328450,4314.069
328460,4312.291
328470,4316.142
328480,4313.330
328490,4311.784
328500,4311.421
328510,4308.668
328520,4313.696
328530,4316.306
328540,4320.041
328550,4321.954
328560,4318.544
328570,4320.385
328580,4320.787
328590,4323.881
328600,4322.388
328610,4317.212
328620,4316.378
328630,4311.458
328640,4311.802
328650,4313.131
328660,4308.770
328670,4311.845
328680,4313.453
328690,4314.311
328700,4314.811
328710,4313.321
328720,4317.573
328730,11823.558
328740,15873.412
328750,17279.174
328760,33158.875
328770,43031.113
328780,46654.641
328790,47873.078
328800,48442.633
328810,48654.262
328820,48497.359
328830,48337.168
328840,48303.797
328850,48526.750
328860,48615.957
328870,48662.684
328880,48662.344
328890,48653.719
328900,48469.863
328910,48417.633
328920,48096.832
328930,48338.473
328940,56315.262
328950,56240.238
328960,56260.598
328970,56176.000
328980,56018.340
328990,56025.250
329000,55950.375
329010,55977.406
329020,56128.707
329030,56094.617
329040,55867.559
329050,55756.156
329060,55680.910
329070,55668.414
329080,55576.801
329090,55487.129
329100,55449.340
329110,55678.336
329120,55784.703
329130,55736.320
329140,55489.195
329150,55439.691
329160,55515.113
329170,55534.027
329180,55670.586
329190,55653.621
329200,55617.227
329210,55631.234
329220,58958.102
329230,61173.496
329240,61888.008
329250,62156.945
329260,62250.426
329270,62241.730
329280,62243.129
329290,62220.246
329300,62384.070
329310,62318.211
329320,62229.105
329330,62171.578
329340,61990.262
329350,61918.359
329360,61887.754
329370,61994.598
329380,61985.164
329390,61949.340
329400,62184.215
329410,62328.418
329420,62253.578
329430,62136.340
329440,62131.262
329450,62126.777
329460,62255.656
329470,62433.410
329480,62477.086
329490,60569.324
329500,57664.367
329510,56731.023
329520,56430.121
329530,56267.203
329540,56140.609
329550,56022.691
329560,55946.051
329570,55910.863
329580,55746.301
329590,55754.105
329600,55774.004
329610,55813.477
329620,55875.691
329630,55867.617
329640,59813.105
329650,62391.426
329660,63442.121
329670,63715.910
329680,63959.586
329690,64145.316
329700,64165.027
329710,64000.742
329720,63938.473
329730,64058.797
329740,64104.820
329750,64166.516
329760,64104.676
329770,64000.676
329780,64047.004
329790,70721.984
329800,73603.586
329810,74723.711
329820,68527.031
329830,62563.004
329840,77203.063
329850,85240.688
329860,90137.227
329870,89209.836
329880,92819.070
329890,88366.086
329900,86547.727
329910,100844.070
329920,109034.750
329930,105596.547
329940,101502.750
329950,100047.758
329960,99413.766
329970,101535.305
329980,102018.859
329990,100311.867
330000,95666.875
330010,97810.563
330020,99636.656
330030,98977.992
330040,106531.094
330050,110412.492
330060,108890.516
330070,108259.320
330080,107980.422
330090,108353.086
330100,101237.039
330110,100800.023
330120,102638.203
330130,108919.891
330140,101869.031
330150,99322.883
330160,108563.195
330170,114297.445
330180,115987.898
330190,116853.531
330200,116945.328
330210,117119.172
330220,117026.977
330230,117528.313
330240,117474.242
330250,117579.906
330260,117349.078
330270,118339.820
330280,117606.773
330290,117511.281
330300,117339.508
330310,117519.383
330320,117402.109
330330,117520.125
330340,117374.031
330350,117544.586
330360,117219.633
330370,117289.586
330380,117499.102
330390,117778.211
330400,117706.844
330410,117477.063
330420,117110.445
330430,117508.438
330440,117555.016
330450,117887.125
330460,117808.531
330470,117980.391
330480,117542.539
330490,117348.891
330500,117520.586
330510,117568.344
330520,117282.141
330530,117533.031
330540,117260.266
330550,117490.250
330560,117448.414
330570,117564.570
330580,117257.906
330590,117348.305
330600,117037.758
330610,117151.492
330620,116615.727
330630,116648.234
330640,116828.984
330650,117176.859
330660,115399.719
330670,116110.078
330680,116624.664
330690,117029.836
330700,117017.734
330710,117200.250
330720,117021.297
330730,117256.563
330740,117281.211
330750,117634.219
330760,117336.695
330770,117965.930
330780,117859.266
330790,117752.820
330800,117540.570
330810,117557.102
330820,117422.227
330830,117505.969
330840,117381.328
330850,117654.352
330860,117374.672
330870,117517.227
330880,117301.141
330890,117659.508
330900,117547.031
330910,117566.211
330920,117064.930
330930,117275.211
330940,117373.773
330950,117636.922
330960,117692.477
330970,117895.547
330980,117902.219
330990,117587.086
331000,117549.961
331010,117603.633
331020,117427.125
331030,117553.438
331040,117323.461
331050,117583.672
331060,117331.469
331070,117701.133
331080,117532.977
331090,117478.602
331100,117271.039
331110,117284.820
331120,116989.078
331130,116320.789
331140,116759.500
331150,117286.070
331160,117025.734
331170,68974.922
331180,26652.080
331190,11054.574
331200,5576.247
331210,4891.500
331220,8083.766
331230,9502.499
331240,7789.998
331250,6438.841
331260,5600.855
331270,4982.324
331280,4619.837
331290,4416.905
331300,4306.197
331310,4249.788
331320,4225.151
331330,4233.758
331340,4313.606
331350,4316.420
331360,4311.915
331370,4316.644
331380,4343.347
331390,4427.797
331400,4343.043
331410,4299.706
331420,4377.640
331430,4304.875
331440,4259.520
331450,4242.231
331460,4226.606
331470,4222.177
331480,4216.787
331490,4210.297
331500,4214.035
331510,4209.792
331520,4207.446
331530,4203.396
331540,4198.031
331550,4197.762
331560,4192.138
331570,4194.197
331580,4192.448
331590,4190.300
331600,4191.524
331610,4187.158
331620,4187.237
331630,4186.180
331640,4183.547
331650,4184.781
331660,4183.777
331670,4186.343
331680,4185.288
331690,4185.356
331700,4186.829
331710,4183.384
331720,4184.512
331730,4181.204
331740,4178.693
331750,4181.290
331760,4177.098
331770,4177.027
331780,4177.511
331790,4176.310
331800,4179.111
331810,4175.530
331820,4176.333
331830,4174.589
331840,4174.871
331850,4178.428
331860,4175.242
331870,4178.371
331880,4177.739
331890,4179.318
331900,4181.004
331910,4176.253
331920,4174.436
331930,4173.824
331940,4175.619
331950,4178.595
331960,4175.724
331970,4178.675
331980,4179.788
331990,4179.702
332000,4183.717
332010,4181.689
332020,4182.065
332030,4179.842
332040,4179.692
332050,4180.868
332060,4178.532
332070,4180.205
332080,4177.836
332090,4175.844
332100,4177.733
332110,4174.038
332120,4176.404
332130,4175.914
332140,4174.487
332150,4180.724
332160,4180.281
332170,4180.812
332180,4179.937
332190,4176.244
